date,reserve_count,reserve_sum,fixed_ratio
2024-03-03,23.0,45.0,0.43478260869565216
2024-03-04,62.0,91.0,0.532258064516129
2024-03-05,74.0,103.0,0.5540540540540541
2024-03-06,63.0,84.0,0.5555555555555556
2024-03-07,75.0,99.0,0.4666666666666667
2024-03-08,67.0,85.0,0.582089552238806
2024-03-09,57.0,86.0,0.543859649122807
2024-03-11,65.0,92.0,0.49230769230769234
2024-03-12,64.0,86.0,0.640625
2024-03-13,72.0,92.0,0.4722222222222222
2024-03-14,68.0,92.0,0.5147058823529411
2024-03-15,77.0,104.0,0.5064935064935064
2024-03-16,63.0,93.0,0.49206349206349204
2024-03-17,35.0,60.0,0.3142857142857143
2024-03-18,60.0,84.0,0.5333333333333333
2024-03-19,82.0,110.0,0.5
2024-03-20,49.0,91.0,0.32653061224489793
2024-03-21,77.0,115.0,0.45454545454545453
2024-03-22,81.0,105.0,0.4691358024691358
2024-03-23,55.0,79.0,0.5636363636363636
2024-03-24,30.0,50.0,0.4
2024-03-25,62.0,98.0,0.5483870967741935
2024-03-26,77.0,111.0,0.5194805194805194
2024-03-27,73.0,100.0,0.4794520547945205
2024-03-28,83.0,111.0,0.42168674698795183
2024-03-29,77.0,103.0,0.5064935064935064
2024-03-30,57.0,80.0,0.5614035087719298
2024-03-31,33.0,53.0,0.3333333333333333
2024-04-01,54.0,81.0,0.5925925925925926
2024-04-02,64.0,91.0,0.640625
2024-04-03,66.0,94.0,0.5303030303030303
2024-04-04,66.0,91.0,0.5303030303030303
2024-04-05,70.0,96.0,0.5571428571428572
2024-04-06,51.0,73.0,0.6078431372549019
2024-04-07,23.0,45.0,0.43478260869565216
2024-04-08,55.0,72.0,0.5818181818181818
2024-04-09,59.0,82.0,0.6949152542372882
2024-04-10,65.0,86.0,0.6153846153846154
2024-04-11,60.0,79.0,0.5833333333333334
2024-04-12,61.0,85.0,0.6229508196721312
2024-04-13,51.0,79.0,0.6078431372549019
2024-04-15,53.0,82.0,0.6226415094339622
2024-04-16,72.0,91.0,0.5694444444444444
2024-04-17,66.0,86.0,0.5303030303030303
2024-04-18,58.0,78.0,0.603448275862069
2024-04-19,62.0,82.0,0.6290322580645161
2024-04-20,56.0,72.0,0.5535714285714286
2024-04-21,35.0,58.0,0.3142857142857143
2024-04-22,52.0,76.0,0.6153846153846154
2024-04-23,65.0,89.0,0.6153846153846154
2024-04-24,64.0,87.0,0.546875
2024-04-25,60.0,93.0,0.5833333333333334
2024-04-26,68.0,96.0,0.5882352941176471
2024-04-27,59.0,84.0,0.5254237288135594
2024-04-28,32.0,58.0,0.4375
2024-04-29,50.0,92.0,0.48
2024-04-30,63.0,83.0,0.6507936507936508
2024-05-01,66.0,87.0,0.5151515151515151
2024-05-02,69.0,94.0,0.5072463768115942
2024-05-07,63.0,89.0,0.6507936507936508
2024-05-08,59.0,84.0,0.5932203389830508
2024-05-09,61.0,93.0,0.5901639344262295
2024-05-10,66.0,105.0,0.5909090909090909
2024-05-11,58.0,92.0,0.5517241379310345
2024-05-12,23.0,35.0,0.391304347826087
2024-05-13,57.0,79.0,0.5789473684210527
2024-05-14,69.0,87.0,0.5652173913043478
2024-05-15,65.0,85.0,0.5384615384615384
2024-05-16,64.0,89.0,0.546875
2024-05-17,57.0,79.0,0.7192982456140351
2024-05-18,54.0,78.0,0.5740740740740741
2024-05-19,23.0,37.0,0.43478260869565216
2024-05-20,57.0,75.0,0.5614035087719298
2024-05-21,71.0,92.0,0.5774647887323944
2024-05-22,60.0,85.0,0.5833333333333334
2024-05-23,67.0,84.0,0.5373134328358209
2024-05-24,60.0,87.0,0.6666666666666666
2024-05-25,57.0,82.0,0.5614035087719298
2024-05-26,29.0,52.0,0.3793103448275862
2024-05-27,59.0,82.0,0.5423728813559322
2024-05-28,71.0,103.0,0.5774647887323944
2024-05-29,57.0,78.0,0.6140350877192983
2024-05-30,64.0,86.0,0.546875
2024-05-31,65.0,94.0,0.6
2024-06-01,54.0,89.0,0.5740740740740741
2024-06-02,24.0,56.0,0.4166666666666667
2024-06-03,45.0,69.0,0.7111111111111111
2024-06-04,64.0,89.0,0.625
2024-06-05,61.0,81.0,0.5737704918032787
2024-06-06,54.0,83.0,0.6481481481481481
2024-06-07,59.0,93.0,0.6610169491525424
2024-06-08,60.0,79.0,0.5166666666666667
2024-06-10,55.0,78.0,0.5818181818181818
2024-06-11,65.0,96.0,0.6307692307692307
2024-06-12,64.0,86.0,0.546875
2024-06-13,69.0,91.0,0.5072463768115942
2024-06-14,61.0,78.0,0.639344262295082
2024-06-15,55.0,74.0,0.5636363636363636
2024-06-16,22.0,36.0,0.45454545454545453
2024-06-17,48.0,66.0,0.6666666666666666
2024-06-18,66.0,82.0,0.6212121212121212
2024-06-19,60.0,81.0,0.5666666666666667
2024-06-20,52.0,71.0,0.6730769230769231
2024-06-21,67.0,91.0,0.5970149253731343
2024-06-22,57.0,77.0,0.543859649122807
2024-06-23,29.0,40.0,0.41379310344827586
2024-06-24,55.0,77.0,0.6
2024-06-25,65.0,95.0,0.6307692307692307
2024-06-26,64.0,95.0,0.5625
2024-06-27,58.0,77.0,0.603448275862069
2024-06-28,67.0,89.0,0.582089552238806
2024-06-29,52.0,77.0,0.5961538461538461
2024-06-30,26.0,38.0,0.38461538461538464
2024-07-01,52.0,69.0,0.6153846153846154
2024-07-02,64.0,86.0,0.625
2024-07-03,59.0,78.0,0.5932203389830508
2024-07-04,58.0,76.0,0.603448275862069
2024-07-05,63.0,85.0,0.6190476190476191
2024-07-06,59.0,80.0,0.5254237288135594
2024-07-07,24.0,42.0,0.5
2024-07-08,54.0,71.0,0.5925925925925926
2024-07-09,68.0,90.0,0.5882352941176471
2024-07-10,59.0,80.0,0.5932203389830508
2024-07-11,60.0,84.0,0.5833333333333334
2024-07-12,58.0,81.0,0.6724137931034483
2024-07-13,60.0,87.0,0.5166666666666667
2024-07-15,51.0,82.0,0.37254901960784315
2024-07-16,62.0,79.0,0.6612903225806451
2024-07-17,58.0,75.0,0.6206896551724138
